"","MH","IB_S_Pos","IB_N_Pos","IB_S_Neg","IB_N_Neg","MB_Pos","MB_Neg"
"MH",158.455634743875,2.89126057906459,2.640570155902,-2.77763028953229,-1.30821380846325,14.3636525612472,-12.7722048997773
"IB_S_Pos",2.89126057906459,0.383619104182133,0.162463944568176,-0.139150903241772,-0.000282702301410533,0.539011135857461,-0.401894580549369
"IB_N_Pos",2.640570155902,0.162463944568176,0.410618361791636,-0.0983372432566196,-0.0877303637713437,0.38497995545657,-0.390669636228656
"IB_S_Neg",-2.77763028953229,-0.139150903241772,-0.0983372432566196,0.769421628309824,0.31930571640683,-0.606004454342984,0.856207869339272
"IB_N_Neg",-1.30821380846325,-0.000282702301410533,-0.0877303637713437,0.31930571640683,0.513355902004454,-0.310485523385301,0.400427616926503
"MB_Pos",14.3636525612472,0.539011135857461,0.38497995545657,-0.606004454342984,-0.310485523385301,8.23714922048998,-1.95438752783964
"MB_Neg",-12.7722048997773,-0.401894580549369,-0.390669636228656,0.856207869339272,0.400427616926503,-1.95438752783964,5.47991091314031
